#      MET_(days)  I_b_end_(A)    Rx_(km)    Ry_(km)    Rz_(km)   Vx_(m/s)   Vy_(m/s)   Vz_(m/s)  Eccentricity  Inclin_(deg)  SemiMajorAxis   Arg_Perigee    RAAN_(deg)   TrueAnomly    Ne_(#/m^3)  Neut_(kg/m^3)    O_(#/m^3)  B0xE(nT)  B0yE(nT)  B0zE(nT)  I_b_ave_(A)  |VxB0|_(V/m)    V_anode  V_cathode  T_temp_C_(ohm)  T_resist_(ohm)
     22.333333333    4.7453262   5619.379  -1807.350  -3325.239   4281.584   3035.157   5534.224   0.011730569    61.3261380      6699.6637     162.24300       0.11418  163.7419476   7.15786e+11     8.7916e-12   2.5820e+14  42279.23 -17455.76  -4138.97    2.8563193    0.32261537   175.4730     0.0000        20.00000         4.48830
     22.340277778    1.6069604   6749.162    277.766    483.469   -662.594   3646.011   6669.823   0.011779245    61.3284514      6699.3363     162.25956       0.11364  202.4076202   2.23600e+11     8.9658e-12   2.6332e+14   2814.36    336.33  33322.18    0.9651686    0.11079202   202.6630     0.0000        20.00000         4.48830
     22.347222222    5.1791109   4875.716   2237.573   4074.380  -5350.478   2628.592   4827.131   0.011832517    61.3313290      6698.8414     162.50637       0.11523  241.0708089   6.82879e+11     1.0108e-11   3.1137e+14 -35403.41 -19278.88    487.91    3.1160605    0.26417416   228.7769     0.0000        20.00000         4.48830
     22.354166667    0.8134821    805.324   3184.219   5820.720  -7685.447    392.199    745.656   0.011836677    61.3315381      6698.7353     162.57909       0.11557  280.4447685   1.13580e+11     1.6931e-11   5.3612e+14 -10737.94 -32547.67 -31222.33    0.4883659    0.34457750   200.5634     0.0000        20.00000         4.48830
     22.361111111    0.7383236  -3628.577   2660.510   4879.255  -6486.699  -2075.202  -3771.454   0.011835487    61.3315421      6698.7183     162.58953       0.11558  320.4963668   1.06981e+11     4.8164e-11   1.2766e+15  32933.51 -28387.61 -25568.75    0.4432392    0.37649229   186.2073     0.0000        20.00000         4.48830
     22.368055556    0.7490818  -6350.377    886.326   1644.441  -2204.284  -3595.708  -6568.180   0.011831658    61.3316620      6698.6902     162.59634       0.11549    0.9562670   1.17207e+11     9.3039e-11   2.1044e+15  29553.39  -3553.50  18113.39    0.4497479    0.20145782   159.8047     0.0000        20.00000         4.48830
     22.375000000    2.4314701  -6061.858  -1308.063  -2370.034   3118.388  -3416.185  -6259.560   0.011826373    61.3320015      6698.6504     162.58511       0.11554   41.4233766   4.62412e+11     6.0983e-11   1.3878e+15 -13102.85   -752.91  16720.32    1.4627578    0.07520387   109.8996     0.0000        20.00000         4.48830
     22.381944444    4.7590401  -2920.502  -2889.827  -5274.630   6912.320  -1647.581  -3038.947   0.011822974    61.3322574      6698.5980     162.55201       0.11583   81.4918138   8.46121e+11     2.0215e-11   4.9285e+14 -18593.29 -15242.20  -7731.27    2.8681222    0.17195434   127.5232     0.0000        20.00000         4.48830
     22.388888889    5.8959216   1575.040  -3140.686  -5750.107   7473.432    834.969   1499.392   0.011827986    61.3323204      6698.4309     162.43540       0.11633  121.0258829   8.54793e+11     1.1549e-11   2.7635e+14   2252.35 -25826.37 -18405.13    3.5504440    0.23442169   190.6165     0.0000        20.00000         4.48830
     22.395833333    6.2593432   5366.600  -1973.602  -3629.623   4678.456   2898.110   5283.210   0.011852055    61.3323280      6698.2172     162.33641       0.11639  160.0168632   8.80474e+11     8.7408e-12   2.5414e+14  32977.48 -20997.06  -6876.87    3.7693971    0.28742434   202.5055     0.0000        20.00000         4.48830
     22.402777778    6.6299624   6772.046     72.526    107.617   -174.977   3657.841   6691.412   0.011917243    61.3346228      6697.7782     162.34736       0.11584  198.6901930   9.32922e+11     9.1059e-12   2.6642e+14   9935.88   -976.94  32714.97    3.9933234    0.13519494   202.6892     0.0000        20.00000         4.48830
     22.409722222    6.6285248   5165.199   2084.899   3794.715  -4983.884   2785.896   5115.119   0.011968694    61.3375092      6697.3157     162.56550       0.11732  237.3496328   9.01277e+11     9.9040e-12   3.0201e+14 -39095.47 -17378.25   3210.91    3.9916080    0.27405197   216.6779     0.0000        20.00000         4.48830
     22.416666667    1.0264034   1233.425   3154.276   5765.789  -7610.389    628.245   1177.912   0.011974421    61.3377960      6697.2014     162.64112       0.11770  276.6731646   1.36610e+11     1.5897e-11   5.0168e+14 -11322.99 -33947.97 -30877.93    0.6162488    0.35299172   220.8508     0.0000        20.00000         4.48830
     22.423611111    0.6433317  -3258.591   2768.911   5077.686  -6749.274  -1869.511  -3394.714   0.011972951    61.3377996      6697.1764     162.65702       0.11771  316.6844072   8.33097e+10     4.7007e-11   1.2826e+15  27274.63 -30853.54 -23798.86    0.3861576    0.35612023   232.8711     0.0000        20.00000         4.48830
     22.430555556    0.7266846  -6212.719   1082.655   2003.948  -2683.134  -3521.016  -6431.283   0.011968767    61.3378846      6697.1449     162.66575       0.11763  357.1441372   9.48235e+10     9.5882e-11   2.1619e+15  30393.40  -9254.42  17006.69    0.4361942    0.22158772   229.4067     0.0000        20.00000         4.48830
     22.437500000    2.5600801  -6218.613  -1117.124  -2020.341   2657.753  -3507.294  -6426.349   0.011958854    61.3382829      6697.0721     162.64819       0.11767   37.6622718   3.55689e+11     7.0854e-11   1.5767e+15 -11879.65  -5749.59  20674.91    1.5383999    0.11471788   204.1064     0.0000        20.00000         4.48830
     22.444444444    5.2382610  -3291.628  -2792.736  -5096.796   6685.928  -1855.327  -3419.437   0.011950683    61.3386148      6696.9625     162.58252       0.11800   77.8348073   7.58848e+11     2.3140e-11   5.7690e+14 -18631.44 -18088.29  -3999.57    3.1533466    0.18114722   190.3540     0.0000        20.00000         4.48830
     22.451388889    6.0303746   1164.760  -3178.779  -5819.875   7571.475    610.051   1087.437   0.011954358    61.3387109      6696.7500     162.43386       0.11843  117.4713321   8.86348e+11     1.2317e-11   2.9846e+14   2967.63 -23720.66 -15118.26    3.6321118    0.21027308   185.7349     0.0000        20.00000         4.48830
     22.458333333    7.2654953   5101.478  -2126.482  -3909.618   5044.258   2754.426   5020.077   0.011976913    61.3387640      6696.5389     162.33090       0.11837  156.5111140   1.10221e+12     8.7677e-12   2.5237e+14  23232.93 -18351.64  -5663.82    4.3803941    0.21922369   175.7617     0.0000        20.00000         4.48830
     22.465277778   13.4450795   6767.844   -125.870   -255.770    296.301   3655.353   6686.692   0.012035343    61.3403721      6696.1451     162.32338       0.11789  195.2103999   2.01753e+12     9.2920e-12   2.7139e+14  13551.15  -3143.55  28381.54    8.1370583    0.14484973   185.0525     0.0000        20.00000         4.48830
     22.472222222   10.3753996   5424.250   1929.450   3509.936  -4611.447   2926.668   5372.914   0.012097248    61.3437029      6695.6247     162.53982       0.11926  233.8452423   1.54584e+12     9.8268e-12   2.9737e+14 -38262.88 -13318.84   7933.26    6.2666592    0.24858851   184.7900     0.0000        20.00000         4.48830
     22.479166667    0.9618657   1641.282   3112.819   5689.820  -7508.284    852.937   1589.528   0.012106327    61.3442426      6695.4793     162.63173       0.11989  273.1094234   1.33891e+11     1.5115e-11   4.7219e+14 -14846.20 -34320.31 -34175.83    0.5775075    0.37828861   201.9281     0.0000        20.00000         4.48830
     22.486111111    0.5054007  -2888.959   2862.128   5248.432  -6975.354  -1664.072  -3018.357   0.012105226    61.3442471      6695.4575     162.64583       0.11988  313.0891675   6.39533e+10     4.5656e-11   1.2768e+15  24395.63 -30458.73 -21587.88    0.3033639    0.33210270   243.7891     0.0000        20.00000         4.48830
     22.493055556    0.7888712  -6055.206   1267.257   2342.116  -3134.104  -3435.057  -6273.788   0.012101709    61.3443120      6695.4304     162.65405       0.11982  353.5496264   9.99186e+10     9.8542e-11   2.2182e+15  28948.31 -11190.24  15232.45    0.4735441    0.21512572   243.5266     0.0000        20.00000         4.48830
     22.500000000    3.0443753  -6345.010   -929.050  -1675.814   2202.959  -3581.467  -6562.268   0.012087642    61.3448282      6695.3290     162.63326       0.11983   34.1126011   3.94431e+11     8.1615e-11   1.7675e+15 -13308.59  -7137.86  22699.31    1.8295256    0.13626743   234.8132     0.0000        20.00000         4.48830
     22.506944444    5.1128201  -3636.096  -2688.724  -4906.305   6442.221  -2048.670  -3773.711   0.012075230    61.3452261      6695.1793     162.54841       0.12016   74.3735148   6.40677e+11     2.6341e-11   6.5630e+14 -19485.75 -23193.84  -4838.92    3.0752120    0.22193648   252.7124     0.0000        20.00000         4.48830
     22.513888889    6.2895276    765.959  -3203.648  -5865.517   7638.298    391.086    686.295   0.012077263    61.3453095      6694.9213     162.36903       0.12043  114.1111702   8.93054e+11     1.3297e-11   3.2972e+14   3501.49 -24325.73 -14270.77    3.7881061    0.21140198   198.9099     0.0000        20.00000         4.48830
     22.520833333    6.1036635   4828.248  -2265.671  -4164.664   5378.273   2606.361   4748.916   0.012095019    61.3453982      6694.7378     162.27213       0.12025  153.1922962   1.10528e+12     8.8827e-12   2.5366e+14  18611.59 -14126.75  -5665.86    3.6837068    0.17383517   124.2950     0.0000        20.00000         4.48830
     22.527777778   10.4278388   6739.537   -315.922   -603.966    747.934   3640.044   6658.558   0.012124378    61.3462556      6694.5389     162.25911       0.11993  191.9093706   1.77821e+12     9.4907e-12   2.7721e+14  15944.17  -2206.05  22593.46    6.3112744    0.13457816   143.3228     0.0000        20.00000         4.48830
     22.534722222   12.0265989   5653.392   1773.357   3223.852  -4237.769   3051.334   5601.095   0.012174828    61.3491020      6694.1257     162.42171       0.12096  230.5774891   1.90633e+12     9.8474e-12   2.9653e+14 -34585.04 -10277.91  11581.93    7.2787532    0.21666454   165.8411     0.0000        20.00000         4.48830
     22.541666667    1.3895248   2026.758   3061.812   5596.187  -7383.029   1065.304   1978.559   0.012186511    61.3498499      6693.9573     162.52484       0.12177  269.7905445   2.13516e+11     1.4525e-11   4.4816e+14 -21480.79 -32023.11 -34604.33    0.8345569    0.38372408   166.2085     0.0000        20.00000         4.48830
     22.548611111    0.4034527  -2523.503   2941.242   5393.208  -7166.500  -1460.708  -2645.675   0.012185529    61.3498583      6693.9326     162.54109       0.12177  309.7327924   5.32566e+10     4.3393e-11   1.2340e+15  25015.26 -29530.80 -22590.18    0.2421532    0.32945629   223.9478     0.0000        20.00000         4.48830
     22.555555556    0.8635066  -5881.843   1440.102   2658.712  -3556.364  -3339.583  -6098.667   0.012182851    61.3499129      6693.9117     162.54786       0.12171  350.1876276   1.11386e+11     9.9760e-11   2.2578e+15  27899.28 -11564.38  13238.52    0.5183524    0.20506956   234.8657     0.0000        20.00000         4.48830
     22.562500000    2.4389209  -6444.099   -744.769  -1338.139   1756.155  -3639.921  -6669.152   0.012170960    61.3503392      6693.8277     162.53544       0.12168   30.7741202   3.04927e+11     9.1861e-11   1.9398e+15 -13738.44  -7124.85  24988.76    1.4652064    0.14687132   251.4526     0.0000        20.00000         4.48830
     22.569444444    4.1476765  -3955.489  -2579.260  -4705.610   6183.867  -2228.191  -4102.527   0.012158788    61.3507271      6693.6917     162.46206       0.12196   71.0846646   4.97663e+11     2.9348e-11   7.1564e+14 -24231.11 -26415.62  -8092.36    2.4930715    0.26954445   274.2859     0.0000        20.00000         4.48830
     22.576388889    5.9957406    378.730  -3216.902  -5889.636   7676.769    178.202    296.254   0.012159182    61.3507773      6693.4513     162.29599       0.12201  110.8755766   7.92953e+11     1.4431e-11   3.6576e+14   5141.56 -26599.61 -14483.61    3.6086077    0.22688503   228.0945     0.0000        20.00000         4.48830
     22.583333333    6.0714652   4548.647  -2392.468  -4396.837   5682.972   2454.822   4471.189   0.012176419    61.3508940      6693.2585     162.18944       0.12171  150.0140658   1.15626e+12     9.0834e-12   2.5850e+14  17076.62 -13421.54  -6021.63    3.6660645    0.16237938   112.8522     0.0000        20.00000         4.48830
     22.590277778    9.6177609   6690.013   -498.199   -937.873   1181.147   3613.328   6609.390   0.012199945    61.3515029      6693.0976     162.17141       0.12142  188.7510453   1.79151e+12     9.6539e-12   2.8243e+14  19928.31  -3060.91  17068.90    5.8260086    0.14941570   120.9094     0.0000        20.00000         4.48830
     22.597222222   13.0096460   5855.704   1616.935   2937.132  -3863.520   3161.395   5802.359   0.012239576    61.3537867      6692.7829     162.28514       0.12212  227.4502478   2.17588e+12     9.9277e-12   2.9813e+14 -30134.87  -7291.05  15476.66    7.8875672    0.18127159   150.9601     0.0000        20.00000         4.48830
     22.604166667    1.4798616   2391.897   3002.366   5486.971  -7237.344   1266.371   2346.773   0.012253575    61.3547118      6692.5983     162.39450       0.12304  266.6187747   2.37826e+11     1.4138e-11   4.3162e+14 -25997.63 -28542.85 -29936.28    0.8890496    0.35635604   152.1936     0.0000        20.00000         4.48830
     22.611111111    0.4724771  -2162.154   3007.648   5514.549  -7326.240  -1259.567  -2277.059   0.012252846    61.3547248      6692.5760     162.40933       0.12306  306.5259090   6.85746e+10     4.0479e-11   1.1582e+15  25607.14 -30056.78 -28884.58    0.2836053    0.35958373   185.3674     0.0000        20.00000         4.48830
     22.618055556    0.7714583  -5694.371   1602.127   2955.370  -3952.094  -3235.882  -5908.349   0.012251066    61.3547686      6692.5614     162.41465       0.12301  346.9708753   1.00527e+11     1.0034e-10   2.2965e+15  27649.66 -11465.13  12761.46    0.4631204    0.19679352   230.1416     0.0000        20.00000         4.48830
     22.625000000    2.2324662  -6518.189   -564.239  -1007.361   1317.665  -3684.154  -6749.844   0.012236896    61.3552714      6692.4625     162.40320       0.12294   27.5823405   2.72865e+11     1.0174e-10   2.0989e+15 -13566.90  -6633.04  27589.17    1.3408659    0.15378350   262.7380     0.0000        20.00000         4.48830
     22.631944444    3.7070340  -4251.307  -2465.056  -4496.170   5913.023  -2394.814  -4407.576   0.012226490    61.3556196      6692.3549     162.34874       0.12316   67.9297940   4.46602e+11     3.2217e-11   7.5523e+14 -29848.16 -27111.08  -9749.11    2.2278668    0.30389129   271.7139     0.0000        20.00000         4.48830
     22.638888889    5.1767658      3.067  -3219.549  -5894.213   7689.493    -28.664    -82.735   0.012225071    61.3556674      6692.1538     162.21086       0.12315  107.7562711   6.71474e+11     1.5680e-11   4.0126e+14   7693.63 -29254.83 -18589.99    3.1141139    0.25787138   236.1780     0.0000        20.00000         4.48830
     22.645833333    7.2933689   4264.092  -2507.691  -4607.702   5960.343   2300.460   4188.258   0.012243531    61.3558462      6691.9404     162.09160       0.12259  146.9554175   1.28643e+12     9.3882e-12   2.6740e+14  16583.83 -14210.83  -4252.41    4.4049591    0.15714637   131.7749     0.0000        20.00000         4.48830
     22.652777778   12.2077033   6621.496   -672.973  -1257.950   1596.541   3576.340   6541.382   0.012275745    61.3564728      6691.7176     162.05804       0.12222  185.7249082   2.20599e+12     9.7800e-12   2.8681e+14  19494.11  -6092.68  13376.11    7.4080657    0.15123478   130.2527     0.0000        20.00000         4.48830
     22.659722222   16.9583770   6033.241   1460.585   2650.646  -3489.883   3257.868   5978.770   0.012322717    61.3586304      6691.3627     162.16508       0.12269  224.4153809   2.87594e+12     1.0061e-11   3.0161e+14 -24523.92  -6071.38  19250.91   10.3167864    0.15124847   150.6976     0.0000        20.00000         4.48830
     22.666666667    1.7748068   2737.567   2935.318   5363.957  -7073.857   1456.503   2694.957   0.012343590    61.3599043      6691.1125     162.30697       0.12381  263.5150412   2.80763e+11     1.3990e-11   4.2446e+14 -27264.27 -26068.72 -24462.81    1.0664169    0.32432864   157.2852     0.0000        20.00000         4.48830
     22.673611111    0.3823535  -1805.722   3062.104   5614.096  -7457.225  -1061.317  -1913.832   0.012343151    61.3599216      6691.0897     162.32232       0.12387  303.3864140   5.85977e+10     3.7522e-11   1.0685e+15  21329.02 -32364.36 -35959.56    0.2294992    0.39480866   166.2085     0.0000        20.00000         4.48830
     22.680555556    0.8655639  -5494.686   1753.421   3232.398  -4321.953  -3125.382  -5705.719   0.012341916    61.3599593      6691.0793     162.32630       0.12382  343.8218749   1.19279e+11     1.0147e-10   2.3505e+15  31547.04  -9842.14  12730.48    0.5196454    0.20117229   205.9174     0.0000        20.00000         4.48830
     22.687500000    2.6900123  -6568.715   -388.209   -684.891    889.622  -3715.360  -6806.811   0.012325532    61.3605790      6690.9658     162.31685       0.12370   24.4573273   3.22519e+11     1.1233e-10   2.2631e+15 -14031.56  -6535.78  29554.54    1.6159388    0.16477602   273.3936     0.0000        20.00000         4.48830
     22.694444444    3.2884340  -4523.179  -2347.239  -4280.260   5633.189  -2548.528  -4689.083   0.012311982    61.3610520      6690.8385     162.25841       0.12394   64.8646839   4.01545e+11     3.5481e-11   7.8927e+14 -34694.71 -26976.60 -10568.61    1.9761613    0.33094031   264.2603     0.0000        20.00000         4.48830
     22.701388889    4.5844817   -358.743  -3212.342  -5880.913   7679.009   -228.342   -448.556   0.012309217    61.3611127      6690.6608     162.13801       0.12396  104.7381566   6.24429e+11     1.6997e-11   4.3063e+14   7301.62 -31713.71 -26498.90    2.7576237    0.30457268   214.0796     0.0000        20.00000         4.48830
     22.708333333    9.0780625   3977.723  -2611.208  -4797.264   6210.578   2144.909   3903.281   0.012325154    61.3613568      6690.4700     162.03048       0.12316  143.9752752   1.57552e+12     9.8302e-12   2.8065e+14  18377.49 -13625.41  -1450.06    5.4900284    0.15002146   137.4963     0.0000        20.00000         4.48830
     22.715277778   12.7758615   6536.484   -839.210  -1562.393   1991.866   3530.340   6457.160   0.012372721    61.3622800      6690.1369     161.96836       0.12247  182.7930013   2.07997e+12     9.8933e-12   2.9085e+14  15090.79  -8474.38  13007.27    7.7400428    0.13435036   158.4399     0.0000        20.00000         4.48830
     22.722222222   19.3974428   6186.626   1305.876   2367.289  -3120.639   3341.155   6131.162   0.012421413    61.3639001      6689.7793     162.06074       0.12271  221.4857681   3.09247e+12     1.0239e-11   3.0643e+14 -19320.57  -7158.53  20832.59   11.8020705    0.14111704   170.6964     0.0000        20.00000         4.48830
     22.729166667    2.2940026   3062.069   2862.111   5229.820  -6896.212   1634.835   3021.539   0.012453439    61.3654995      6689.4190     162.25741       0.12401  260.4972831   3.45616e+11     1.4056e-11   4.2605e+14 -27627.23 -25059.39 -20060.68    1.3785647    0.30378761   173.6621     0.0000        20.00000         4.48830
     22.736111111    0.4066626  -1457.577   3105.201   5692.966  -7561.096   -867.813  -1559.409   0.012453179    61.3655245      6689.3895     162.27719       0.12410  300.3311806   6.03485e+10     3.4892e-11   9.8164e+14  14046.46 -33966.97 -37499.71    0.2440877    0.39533462   177.2577     0.0000        20.00000         4.48830
     22.743055556    0.6372406  -5286.246   1893.384   3488.705  -4664.564  -3010.034  -5494.393   0.012452165    61.3655502      6689.3803     162.28115       0.12406  340.7570853   9.03791e+10     1.0301e-10   2.4083e+15  39364.00 -11211.69   8646.84    0.3825308    0.24943956   194.2383     0.0000        20.00000         4.48830
     22.750000000    2.8424509  -6597.519   -218.229   -373.568    475.807  -3734.599  -6841.999   0.012438390    61.3661853      6689.2853     162.27601       0.12390   21.4149098   3.54507e+11     1.2380e-10   2.4353e+15 -14954.54  -4028.81  31692.08    1.7078961    0.16530586   253.0273     0.0000        20.00000         4.48830
     22.756944444    3.3516419  -4770.415  -2227.588  -4061.111   5348.657  -2688.989  -4946.377   0.012423178    61.3667833      6689.1479     162.21649       0.12417   61.8800632   4.24630e+11     3.9603e-11   8.3249e+14 -39893.34 -26183.93 -11543.53    2.0142419    0.35941893   245.6787     0.0000        20.00000         4.48830
     22.763888889    4.0722742   -703.808  -3196.461  -5851.856   7648.072   -419.290   -798.349   0.012419520    61.3668642      6689.0002     162.11821       0.12424  101.7969352   5.97181e+11     1.8243e-11   4.4776e+14   3355.81 -33413.91 -33952.31    2.4498261    0.35073744   184.8163     0.0000        20.00000         4.48830
     22.770833333    6.9431395   3693.305  -2703.093  -4965.619   6433.776   1990.188   3619.869   0.012428865    61.3670663      6688.8746     162.04492       0.12349  141.0508187   1.33779e+12     1.0401e-11   2.9698e+14  23956.97 -12030.40  -2787.72    4.1970333    0.16079640   111.1725     0.0000        20.00000         4.48830
     22.777777778   10.7095020   6438.038   -995.832  -1849.285   2364.780   3477.004   6359.604   0.012467576    61.3682580      6688.6011     161.98833       0.12249  179.8847193   1.69904e+12     9.9949e-12   2.9455e+14   9676.30  -6937.35  16127.71    6.4758417    0.10586827   164.3976     0.0000        20.00000         4.48830
     22.784722222   17.2351854   6317.036   1154.518   2090.172  -2759.468   3411.571   6260.483   0.012552884    61.3707434      6687.9822     162.14597       0.12273  218.5014686   2.46920e+12     1.0409e-11   3.1083e+14 -18774.53 -10194.25  18919.28   10.4459230    0.16009378   205.2612     0.0000        20.00000         4.48830
     22.791666667    2.5814383   3364.340   2784.338   5087.593  -6707.920   1800.656   3325.333   0.012587966    61.3720376      6687.6055     162.34380       0.12371  257.4791939   3.62306e+11     1.4210e-11   4.3223e+14 -27565.32 -25426.35 -16912.81    1.5512591    0.29570773   200.0647     0.0000        20.00000         4.48830
     22.798611111    0.4361345  -1120.477   3137.839   5752.956  -7639.803   -680.583  -1216.585   0.012587991    61.3720673      6687.5695     162.36781       0.12380  297.2757995   6.26321e+10     3.2683e-11   9.0742e+14   8774.78 -33439.29 -34892.30    0.2617853    0.37005317   189.3042     0.0000        20.00000         4.48830
     22.805555556    0.2625373  -5072.297   2021.900   3724.198  -4979.531  -2891.571  -5277.653   0.012587020    61.3720819      6687.5599     162.37234       0.12378  337.6913734   3.47154e+10     1.0433e-10   2.4473e+15  43246.21 -16254.94   2978.08    0.1575658    0.29938083   223.0554     0.0000        20.00000         4.48830
     22.812500000    1.8924503  -6606.906    -55.331    -75.248     78.841  -3743.077  -6857.769   0.012577261    61.3725619      6687.4929     162.37032       0.12364   18.3730647   2.45063e+11     1.3626e-10   2.6192e+15 -12452.41  -1013.37  34605.50    1.1366586    0.15121648   234.0259     0.0000        20.00000         4.48830
     22.819444444    2.5898095  -4993.346  -2107.567  -3841.440   5063.131  -2816.379  -5179.849   0.012568380    61.3729895      6687.4152     162.33865       0.12382   58.8685217   3.57412e+11     4.5102e-11   9.0016e+14 -45051.69 -23209.09 -11526.77    1.5562000    0.37801087   206.8359     0.0000        20.00000         4.48830
     22.826388889    3.4581816  -1030.344  -3173.133  -5809.341   7599.740   -600.569  -1130.405   0.012565171    61.3730832      6687.3129     162.27200       0.12393   98.8212886   5.57499e+11     1.9360e-11   4.5122e+14  -1761.98 -33906.64 -39556.34    2.0804197    0.38640155   152.9810     0.0000        20.00000         4.48830
     22.833333333    4.7027981   3413.907  -2783.795  -5113.623   6631.009   1837.825   3340.891   0.012570257    61.3732085      6687.2350     162.22536       0.12339  138.1010121   1.04829e+12     1.1067e-11   3.1408e+14  29724.21 -13242.09  -9840.95    2.8408875    0.21156816    82.6309     0.0000        20.00000         4.48830
     22.840277778    7.7711633   6329.192  -1142.361  -2117.771   2714.165   3417.779   6251.350   0.012590670    61.3743709      6687.0888     162.19177       0.12236  176.9340900   1.47880e+12     1.0075e-11   2.9764e+14  10267.86  -1418.57  18616.75    4.7005965    0.07400615   114.5581     0.0000        20.00000         4.48830
     22.847222222    9.9573780   6426.327   1007.786   1821.463  -2409.055   3470.416   6368.424   0.012645713    61.3765930      6686.6993     162.27536       0.12236  215.6143405   1.41481e+12     1.0511e-11   3.1311e+14 -23738.99  -9718.44  16471.13    6.0094161    0.18419297   201.9019     0.0000        20.00000         4.48830
     22.854166667    3.3583765   3644.465   2703.729   4940.007  -6511.964   1954.190   3606.507   0.012673356    61.3775039      6686.3988     162.43286       0.12304  254.5989390   4.51604e+11     1.4267e-11   4.3672e+14 -27722.39 -26774.08 -16572.60    2.0188011    0.30525797   218.4625     0.0000        20.00000         4.48830
     22.861111111    0.3886749   -795.910   3161.632   5796.558  -7695.514   -500.135   -886.153   0.012673912    61.3775384      6686.3514     162.46437       0.12312  294.3500766   5.54106e+10     3.0530e-11   8.4277e+14   6400.58 -32270.44 -32377.69    0.2332885    0.34756150   192.0337     0.0000        20.00000         4.48830
     22.868055556    0.3034551  -4855.404   2140.195   3940.845  -5268.424  -2770.720  -5056.372   0.012673050    61.3775491      6686.3425     162.46865       0.12310  334.7466443   3.89209e+10     1.0233e-10   2.4029e+15  41754.33 -19484.30  -1348.69    0.1821170    0.31115011   237.0703     0.0000        20.00000         4.48830
     22.875000000    1.5715297  -6600.424    101.226    211.441   -303.041  -3741.756  -6855.418   0.012661747    61.3780854      6686.2651     162.46913       0.12292   15.4407724   2.06800e+11     1.4524e-10   2.7566e+15  -8627.38    473.78  36334.78    0.9437752    0.13769131   226.3885     0.0000        20.00000         4.48830
     22.881944444    1.4804457  -5196.514  -1987.203  -3621.057   4775.352  -2932.358  -5392.252   0.012658075    61.3782957      6686.2348     162.45847       0.12299   55.9622594   2.36377e+11     5.1195e-11   9.8734e+14 -48056.90 -18216.88  -9805.01    0.8893757    0.37546552   154.1620     0.0000        20.00000         4.48830
     22.888888889    2.8321062  -1342.979  -3143.556  -5755.217   7535.301   -774.270  -1448.504   0.012656286    61.3783865      6686.1861     162.42720       0.12311   95.9401317   5.42874e+11     2.0146e-11   4.4126e+14  -7702.36 -32890.12 -44103.34    1.7044424    0.41440618   108.5480     0.0000        20.00000         4.48830
     22.895833333    3.3121003   3136.663  -2855.594  -5245.151   6806.728   1686.528   3063.815   0.012659290    61.3784583      6686.1354     162.39642       0.12276  135.2541450   7.71160e+11     1.1735e-11   3.2799e+14  32519.50 -16914.74 -18344.21    1.9975850    0.27315707    74.8230     0.0000        20.00000         4.48830
     22.902777778    8.1640541   6210.244  -1281.352  -2372.358   3045.650   3353.138   6132.964   0.012672268    61.3794555      6686.0411     162.37288       0.12184  174.1000879   2.02329e+12     1.0143e-11   3.0023e+14  17138.47   1163.55  17633.03    4.9685964    0.08301857    70.7681     0.0000        20.00000         4.48830
     22.909722222    9.1950441   6517.821    863.915   1557.927  -2065.351   3519.588   6458.456   0.012702166    61.3815058      6685.8315     162.41272       0.12176  212.8151239   1.61036e+12     1.0554e-11   3.1334e+14 -26379.45  -3955.86  17831.97    5.5623078    0.17970064   135.2917     0.0000        20.00000         4.48830
     22.916666667    5.9943078   3907.207   2619.887   4786.424  -6307.799   2097.960   3869.886   0.012728318    61.3826676      6685.5466     162.56134       0.12257  251.7748908   8.55051e+11     1.4200e-11   4.3741e+14 -30377.73 -27144.47 -19302.70    3.6093979    0.33063295   196.8103     0.0000        20.00000         4.48830
     22.923611111    0.3863089   -479.920   3177.598   5825.818  -7731.294   -324.490   -564.386   0.012729998    61.3827240      6685.4586     162.61934       0.12269  291.4583366   5.55515e+10     2.8684e-11   7.9551e+14   5728.02 -31574.02 -31541.52    0.2318719    0.33827336   188.7531     0.0000        20.00000         4.48830
     22.930555556    0.3161549  -4634.086   2250.058   4142.115  -5535.994  -2646.983  -4829.696   0.012729334    61.3827317      6685.4513     162.62304       0.12267  331.8297548   4.12910e+10     9.8048e-11   2.2955e+15  38634.33 -20593.23  -4836.04    0.1897450    0.30482059   228.6719     0.0000        20.00000         4.48830
     22.937500000    2.6130722  -6579.283    253.046    489.578   -673.658  -3731.668  -6836.934   0.012719704    61.3831974      6685.3853     162.62457       0.12251   12.5298178   3.74405e+11     1.5174e-10   2.8673e+15  -3150.01   2204.09  35098.39    1.5703977    0.10924333   192.0862     0.0000        20.00000         4.48830
     22.944444444    0.7990180  -5382.707  -1865.750  -3398.571   4483.992  -3038.597  -5586.927   0.012715603    61.3834839      6685.3547     162.61685       0.12255   53.0885401   1.79155e+11     5.8258e-11   1.1055e+15 -47209.19 -10995.85  -7114.87    0.4800268    0.34422714    78.2086     0.0000        20.00000         4.48830
     22.951388889    1.6884498  -1644.517  -3107.974  -5690.071   7455.925   -941.907  -1755.652   0.012715044    61.3835572      6685.3422     162.60900       0.12266   93.0996164   4.60971e+11     2.0815e-11   4.2863e+14 -15094.63 -29805.09 -46396.00    1.0168826    0.42791230    53.7875     0.0000        20.00000         4.48830
